strain	strain_name	segment	date	host	country	ORF2_type
MH997861	Hu/GII.P17_GII.17/24785_SC_LVCA/2016/BRA	NA	2015-07-XX	Human	Brazil	GII.17
MG548737	Hu/GII.4/Suncheon/2016	NA	2016-04-22	Human	South_Korea	GII.4
MH979229	Hu/GIIP16_GII.2/CGMH1420/2018/TW	NA	2018-02-20	Human	Taiwan	GII.2
MH979230	Hu/GIIPe_GII.4_sydney/CGMH1411/2018/TW	NA	2018-02-20	Human	Taiwan	GII.4
MG692610	NS2014603	NA	2014-10-XX	Human	China	GII.17
MG733284	Hu/GII.4/WZ198/2013/CHN	NA	2013-07-08	Human	China	GII.4
MG733285	Hu/GII.4/WZ320/2013/CHN	NA	2013-06-06	Human	China	GII.4
MG733286	Hu/GII.4/WZ700/2013/CHN	NA	2013-08-12	Human	China	GII.4
MG733287	Hu/GII.4/WZ785/2013/CHN	NA	2013-07-18	Human	China	GII.4
MH702283	Hu/BT/2014/GII.P16_GII.13/ETR_NV_312	NA	2014-12-26	Human	Bhutan	GII.13
MH702284	Hu/KH/2016/GII.P7_GII.6/ETR_NV_361	NA	2016-12-06	Human	Cambodia	GII.6
MH702285	Hu/KH/2015/GII.P21_GII.21/ETR_NV_365	NA	2015-02-26	Human	Cambodia	GII.21
MH702287	Hu/BT/2013/GII.P16_GII.3/ETR_NV_388	NA	2013-12-28	Human	Bhutan	GII.3
MH702288	Hu/BT/2014/GII.P7_GII.6/ETR_NV_393	NA	2014-12-05	Human	Bhutan	GII.6
MH746922	Hu/GII.P17_GII.17/25449_SC_LVCA/2016/BRA	NA	2016-03-XX	Human	Brazil	GII.17
MH746923	Hu/GII.P17_GII.17/25743_MG_LVCA/2016/BRA	NA	2016-07-XX	Human	Brazil	GII.17
MH746924	Hu/GII.P17_GII.17/25745_MG_LVCA/2016/BRA	NA	2016-07-XX	Human	Brazil	GII.17
MH746925	Hu/GII.P17_GII.17/25746_MG_LVCA/2016/BRA	NA	2016-07-XX	Human	Brazil	GII.17
MH747479	Hu/GII.P17_GII.17/24928_SC_LVCA/2015/BRA	NA	2015-10-XX	Human	Brazil	GII.17
MH747480	Hu/GII.P17_GII.17/24933_RS_LVCA/2015/BRA	NA	2015-10-XX	Human	Brazil	GII.17
MH702286	Hu/KH/2016/GII.P7_GII.6/ETR_NV_382	NA	2016-06-09	Human	Cambodia	GII.6
MH702256	Hu/KH/2015/GII.Pe_GII.4_Sydney_2012/ETR_NV_049	NA	2015-09-13	Human	Cambodia	GII.4
MH702257	Hu/KH/2016/GII.P21_GII.21/ETR_NV_052	NA	2016-03-16	Human	Cambodia	GII.21
MH702258	Hu/NP/2013/GII.Pe_GII.4_Sydney_2012/ETR_NV_080	NA	2013-03-07	Human	Nepal	GII.4
MH702259	Hu/BT/2014/GII.P16_GII.3/ETR_NV_098	NA	2014-03-07	Human	Bhutan	GII.3
MH702261	Hu/NP/2014/GII.P2_GII.2/ETR_NV_102	NA	2014-02-04	Human	Nepal	GII.2
MH702262	Hu/NP/2014/GI.P9_GI.9/ETR_NV_112	NA	2014-04-07	Human	Nepal	GI.9
MH702263	Hu/BT/2014/GII.P21_GII.13/ETR_NV_113	NA	2014-12-28	Human	Bhutan	GII.13
MH702264	Hu/NP/2014/GII.P21_GII.21/ETR_NV_117	NA	2014-04-25	Human	Nepal	GII.21
MH702265	Hu/NP/2014/GII.P2_GII.2/ETR_NV_121	NA	2014-06-19	Human	Nepal	GII.2
MH702266	Hu/BT/2015/GII.P4_New_Orleans_2009__GII.4_Sydney_2012/ETR_NV_130	NA	2015-07-10	Human	Bhutan	GII.4
MH702267	Hu/BT/2013/GII.P16_GII.3/ETR_NV_133	NA	2013-11-21	Human	Bhutan	GII.3
MH702268	Hu/BT/2011/GII.P21_GII.21/ETR_NV_158	NA	2011-06-13	Human	Bhutan	GII.21
MH702269	Hu/BT/2012/GII.Pe_GII.4_Sydney_2012/ETR_NV_177	NA	2012-11-22	Human	Bhutan	GII.4
MH702270	Hu/BT/2012/GII.Pe_GII.4_Sydney_2012/ETR_NV_180	NA	2012-11-29	Human	Bhutan	GII.4
MH702271	Hu/BT/2012/GII.Pe_GII.4_Sydney_2012/ETR_NV_181	NA	2012-11-29	Human	Bhutan	GII.4
MH702272	Hu/BT/2012/GII.Pe_GII.4_Sydney_2012/ETR_NV_183	NA	2012-12-04	Human	Bhutan	GII.4
MH702273	Hu/BT/2012/GII.Pe_GII.4_Sydney_2012/ETR_NV_184	NA	2012-12-04	Human	Bhutan	GII.4
MH702274	Hu/BT/2012/GII.Pe_GII.4_Sydney_2012/ETR_NV_185	NA	2012-12-05	Human	Bhutan	GII.4
MH702275	Hu/BT/2012/GII.Pe_GII.4_Sydney_2012/ETR_NV_186	NA	2012-12-06	Human	Bhutan	GII.4
MH702276	Hu/BT/2013/GII.P16_GII.13/ETR_NV_189	NA	2013-01-04	Human	Bhutan	GII.13
MH702277	Hu/BT/2013/GII.P16_GII.13/ETR_NV_195	NA	2013-02-13	Human	Bhutan	GII.13
MH702278	Hu/BT/2013/GII.P21_GII.21/ETR_NV_207	NA	2013-12-24	Human	Bhutan	GII.21
MH702279	Hu/BT/2011/GII.P21_GII.21/ETR_NV_243	NA	2011-04-05	Human	Bhutan	GII.21
MH702280	Hu/BT/2012/GII.P21_GII.21/ETR_NV_251	NA	2012-01-25	Human	Bhutan	GII.21
MH702281	Hu/BT/2012/GII.P21_GII.21/ETR_NV_256	NA	2012-07-05	Human	Bhutan	GII.21
MH702282	Hu/BT/2014/GII.P21_GII.21/ETR_NV_293	NA	2014-04-08	Human	Bhutan	GII.21
MH747481	Hu/GII.P17_GII.17/25060_RS_LVCA/2015/BRA	NA	2015-11-XX	Human	Brazil	GII.17
MH747482	Hu/GII.P17_GII.17/25066_RS_LVCA/2015/BRA	NA	2015-11-XX	Human	Brazil	GII.17
MH890538	Hu/GII.P17_GII.17/24936_RS_LVCA/2015/BRA	NA	2015-10-XX	Human	Brazil	GII.17
MH890539	Hu/GII.P17_GII.17/25067_RS_LVCA/2015/BRA	NA	2015-11-XX	Human	Brazil	GII.17
KF895841	Hu/GII.P16_GII.3/Smolensk/S12_31/2012/RUS	NA	2012-03-29	Human	Russia	GII.3
MK213549	Hu/Guangzhou/GZ2017_L601/CHN/2017	NA	2017-08-10	Human	China	GII.8
MK340748	UNKNOWN_MK340748	NA	2017-02-24	Human	USA	GII.2
MK236608	NVRL17W01250	NA	2016-12-14	Human	Ireland	GI.6
MK236609	NVRL17W01252	NA	2016-12-13	Human	Ireland	GI.6
MK236610	NVRL17W01257	NA	2016-12-14	Human	Ireland	GI.6
MK236611	NVRL17W01258	NA	2016-12-14	Human	Ireland	GI.6
MK282256	CMC_01	NA	2013-XX-XX	Human	South_Korea	GII.17
MK282257	CMC_02	NA	2013-XX-XX	Human	South_Korea	GII.17
MK282258	CMC_03	NA	2013-XX-XX	Human	South_Korea	GII.17
MK073885	Hu/USA/2016/GII.P16_GII.4_Sydney/Fresno_0182	NA	2016-04-28	Human	USA	GII.4
MK073886	Hu/USA/2016/GII.P12_GII.3/AnnArbor_0027	NA	2016-02-16	Human	USA	GII.3
MK073887	Hu/USA/2016/GI.Pd_GI.3/BayCity_0088	NA	2016-03-22	Human	USA	GI.3
MK073888	Hu/USA/2016/GII.P16_GII.4_Sydney/Roscommon_0105	NA	2016-04-10	Human	USA	GII.4
MK073889	Hu/USA/2016/GII.P4_New_Orleans_GII.4_Sydney/St.Louis_0113	NA	2016-04-23	Human	USA	GII.4
MK073890	Hu/USA/2016/GII.P16_GII.4_Sydney/Gallatin_0036	NA	2016-03-13	Human	USA	GII.4
MK073891	Hu/USA/2016/GII.P16_GII.4_Sydney/Gallatin_0038	NA	2016-03-13	Human	USA	GII.4
MK073892	Hu/USA/2016/GI.Pd_GI.3/Nashville_0046	NA	2016-04-02	Human	USA	GI.3
MK073893	Hu/USA/2016/GI.Pd_GI.3/Nashville_0047	NA	2016-04-03	Human	USA	GI.3
MK073894	Hu/USA/2016/GII.P16_GII.4_Sydney/Nashville_0085	NA	2016-05-25	Human	USA	GII.4
MF421538	Hu/GII.17/WH2017_36/CHN/2017	NA	2017-02-17	Human	China	GII.17
MF421539	Hu/GII.17/WH2017_153/CHN/2017	NA	2017-05-08	Human	China	GII.17
MF421540	Hu/GII.17/WH2017_156/CHN/2017	NA	2017-05-08	Human	China	GII.17
MF421541	Hu/GII.17/WH2017_162/CHN/2017	NA	2017-05-08	Human	China	GII.17
MF421542	Hu/GII.17/WH2017_170/CHN/2017	NA	2017-05-08	Human	China	GII.17
MK641589	CA_RGDS_1023	NA	2018-02-XX	Human	USA	GII.14
MK629457	Hu/US/2016/GII.P16_GII.4/Auglaize0259	NA	2016-02-11	Human	USA	GII.4
MK590972	RGDS_2017_1013	NA	2017-05-XX	Human	USA	GII.2
MK590973	RGDS_2017_1014	NA	2017-05-XX	Human	USA	GII.2
MK590974	RGDS_2017_1015	NA	2017-06-XX	Human	USA	GII.2
MK616558	CA_RGDS_1017	NA	2018-01-XX	Human	USA	GII.12
MK616559	CA_RGDS_1018	NA	2018-01-XX	Human	USA	GII.12
MK616560	CA_RGDS_1019	NA	2018-08-XX	Human	USA	GII.12
MK616561	CA_RGDS_1020	NA	2018-08-XX	Human	USA	GII.12
MK616584	CA_RGDS_1021	NA	2018-02-XX	Human	USA	GII.1
MK616585	CA_RGDS_1022	NA	2018-02-XX	Human	USA	GII.1
MK301293	Hu/GII.P7_GII.6/Maryland/USA/2018	NA	2018-04-18	Human	USA	GII.6
LC342057	Hu/JP/1998/GI.PNAd_GI.6/No20_Saitama_98_17	NA	1998-XX-XX	Human	Japan	GI.6
LC342058	Hu/JP/1998/GI.PNAd_GI.6/No24_Saitama_98_26	NA	1998-XX-XX	Human	Japan	GI.6
LC342059	Hu/JP/1999/GII.PNAe_GII.12/No35_Saitama_99_1	NA	1999-XX-XX	Human	Japan	GII.12
MH041321	M1708Y217	NA	2017-03-XX	Human	China	GII.2
MH041322	M1714Y100	NA	2017-05-XX	Human	China	GII.2
MK752933	Grant0016	NA	2018-01-04	Human	USA	GII.4
MK752934	Grant0015	NA	2018-01-04	Human	USA	GII.4
MK752935	Polk0461	NA	2018-02-21	Human	USA	GII.2
MK752936	St.Croix0439	NA	2017-02-17	Human	USA	GII.4
MK752937	CerroGordo0434	NA	2017-01-30	Human	USA	GII.4
MK752938	Brown0441	NA	2017-03-23	Human	USA	GII.4
MK752939	Pierce0448	NA	2017-08-23	Human	USA	GII.2
MK752940	LaCrosse0445	NA	2017-04-12	Human	USA	GII.2
MK752941	BlackHawk0455	NA	2017-11-09	Human	USA	GII.2
MK588004	Hu/USA/2017/GII.P7_GII.14/RGDS_1012	NA	2017-12-XX	Human	USA	GII.14
MK729086	Hu/Guangzhou/GZ2015_L335/CHN/2015	NA	2015-01-20	Human	China	GII.2
MK752942	Marathon0626	NA	2016-03-06	Human	USA	GII.4
MK753032	SanJoaquin0116	NA	2016-09-08	Human	USA	GII.4
MK753033	Maricopa0357	NA	2016-11-11	Human	USA	GII.1
MK753034	SaltLake0124	NA	2017-06-18	Human	USA	GII.1
MK753035	Washington0353	NA	2016-08-31	Human	USA	GII.2
MK753036	SanDiego0142	NA	2017-12-02	Human	USA	GII.12
MK754442	BaltimoreCity0391	NA	2015-12-16	Human	USA	GII.4
MK754443	Washington0967	NA	2014-04-25	Human	USA	GII.13
MK754444	Baltimore0201	NA	2017-11-30	Human	USA	GII.4
MK754445	Somerset0204	NA	2017-12-11	Human	USA	GII.12
MK754446	Washington0207	NA	2018-01-10	Human	USA	GII.4
MK754447	Baltimore0213	NA	2018-01-18	Human	USA	GII.12
MK756033	Alameda0771	NA	2016-04-21	Human	USA	GII.4
MK756034	Alameda0766	NA	2016-03-18	Human	USA	GII.4
MK756035	Alameda0787	NA	2016-05-02	Human	USA	GII.4
MK756036	Alameda0788	NA	2016-05-11	Human	USA	GII.4
MK756037	Alameda0792	NA	2016-06-16	Human	USA	GII.4
MK756038	Alameda0791	NA	2016-06-01	Human	USA	GII.4
MK752943	LaCrosse0643	NA	2016-07-07	Human	USA	GII.4
MK752944	Ozaukee0713	NA	2015-11-05	Human	USA	GII.2
MK752945	Dane0589	NA	2015-04-29	Human	USA	GII.2
MK752946	Brown0733	NA	2015-12-16	Human	USA	GII.13
MK752947	Winnebago0598	NA	2014-02-17	Human	USA	GII.13
MK752948	Walworth0399	NA	2013-11-24	Human	USA	GII.4
MK752949	Rock0558	NA	2013-12-14	Human	USA	GII.2
MK753007	Washington0526	NA	2016-06-08	Human	USA	GII.2
MK753008	Multnomah0890	NA	2013-12-04	Human	USA	GII.13
MK753009	Polk0892	NA	2013-12-10	Human	USA	GII.13
MK753010	Marion0901	NA	2014-01-07	Human	USA	GII.13
MK753011	Yamhill0931	NA	2015-12-30	Human	USA	GII.2
MK753012	Douglas0940	NA	2016-03-09	Human	USA	GII.2
MK753013	Clackamas0943	NA	2016-04-04	Human	USA	GII.2
MK753014	Marion0945	NA	2016-04-15	Human	USA	GII.2
MK753015	Lane0946	NA	2016-05-08	Human	USA	GII.2
MK753016	Linn0365	NA	2017-04-20	Human	USA	GII.2
MK753017	Lane0371	NA	2017-06-27	Human	USA	GII.4
MK753018	Clackamas0373	NA	2017-07-29	Human	USA	GII.4
MK753019	HoodRiver0382	NA	2013-12-11	Human	USA	GII.4
MK753020	HoodRiver0913	NA	2014-05-25	Human	USA	GII.13
MK753021	Oregon0431	NA	2017-01-08	Human	USA	GII.2
MK753028	Pima0257	NA	2014-06-05	Human	USA	GII.4
MK753029	SanDiego0043	NA	2016-01-03	Human	USA	GII.4
MK753030	Marin0375	NA	2015-11-19	Human	USA	GII.4
MK753031	Yolo0348	NA	2016-08-16	Human	USA	GII.2
MK762565	CS0004	NA	2016-01-08	Human	USA	GII.13
MK762566	CS0275	NA	2016-03-22	Human	USA	GII.4
MK762567	CS0276	NA	2016-03-23	Human	USA	GII.4
MK762569	CS1009	NA	2017-03-16	Human	USA	GII.4
MK764019	Arlington0551	NA	2015-03-19	Human	USA	GII.4
MK764020	Pittsylvania0388	NA	2014-03-05	Human	USA	GII.3
MK764021	Loudoun0411	NA	2017-07-20	Human	USA	GII.4
MK764022	Hanover0423	NA	2018-02-06	Human	USA	GII.2
MK764039	Cambria0298	NA	2016-02-24	Human	USA	GII.2
MK762622	Jackson0849	NA	2017-01-21	Human	USA	GII.4
MK762623	Jackson0853	NA	2017-02-02	Human	USA	GII.4
MK762624	Jackson4273	NA	2017-07-05	Human	USA	GII.4
MK762638	Miami0181	NA	2017-01-03	Human	USA	GII.4
MK762639	Porter0184	NA	2017-02-28	Human	USA	GII.4
MK762625	Jackson6754	NA	2017-11-01	Human	USA	GII.2
MK762626	KenaiPeninsula0430	NA	2014-05-25	Human	USA	GII.2
MK762640	Sumner0467	NA	2014-05-14	Human	USA	GII.3
MK762627	Douglas0168	NA	2017-09-26	Human	USA	GII.12
MK762628	Ada0178	NA	2018-03-06	Human	USA	GII.2
MK762641	Davidson0488	NA	2016-12-27	Human	USA	GII.2
MK762745	Texas0842	NA	2015-10-23	Human	USA	GII.13
MK762746	Hardin1028	NA	2016-02-24	Human	USA	GII.4
MK764013	Wayne0078	NA	2016-01-11	Human	USA	GII.4
MK764014	Allegan0877	NA	2015-12-10	Human	USA	GII.13
MK764015	Ingham0228	NA	2017-03-27	Human	USA	GII.4
MK764016	Bay0244	NA	2018-02-06	Human	USA	GII.4
MK764017	Osceola0226	NA	2017-02-10	Human	USA	GII.2
MK764018	Stafford0184	NA	2016-01-11	Human	USA	GII.4
MK762629	Lee0113	NA	2017-10-24	Human	USA	GII.4
MK762630	Broward1056	NA	2015-12-15	Human	USA	GII.4
MK762631	Pinellas0160	NA	2017-02-21	Human	USA	GII.2
MK762632	Natrona0468	NA	2017-12-28	Human	USA	GII.4
MK762633	NewYork0199	NA	2017-10-29	Human	USA	GII.2
MK762634	Chittenden0425	NA	2017-11-30	Human	USA	GII.2
MK762635	LosAngeles0190	NA	2017-04-19	Human	USA	GII.4
MK762636	LosAngeles0196	NA	2017-10-12	Human	USA	GII.4
MK762637	LaPorte0381	NA	2015-12-05	Human	USA	GII.4
MK762570	CS1010	NA	2017-03-16	Human	USA	GII.4
MK762621	Jackson1608	NA	2017-01-05	Human	USA	GII.4
MK762568	CS0651	NA	2016-10-20	Human	USA	GII.4
MK764040	Cambria0299	NA	2016-02-24	Human	USA	GII.2
MK764041	Cambria0311	NA	2018-01-17	Human	USA	GII.12
MK764042	Nassau0300	NA	2016-11-18	Human	USA	GII.2
MK764043	Nassau0301	NA	2016-11-18	Human	USA	GII.2
MK775028	Summit0246	NA	2014-04-20	Human	USA	GII.2
MK775029	Richland0514	NA	2016-01-27	Human	USA	GII.2
MK775030	Lake0345	NA	2017-08-20	Human	USA	GII.2
MK775031	Butler0349	NA	2018-02-02	Human	USA	GII.13
MK775032	Wood0352	NA	2017-05-22	Human	USA	GII.4
MK773571	CS0003	NA	2018-01-08	Human	USA	GII.2
MK773580	Mecklenburg0359	NA	2016-10-02	Human	USA	GII.2
MK773581	Mecklenburg0360	NA	2016-10-01	Human	USA	GII.2
MK773582	Mecklenburg0362	NA	2016-12-01	Human	USA	GII.2
MK773583	Mecklenburg0363	NA	2016-12-01	Human	USA	GII.2
MK773584	Olmsted0258	NA	2016-10-30	Human	USA	GII.4
MK773585	Olmsted0261	NA	2016-11-20	Human	USA	GII.4
MK773586	Ramsey0269	NA	2017-09-19	Human	USA	GII.4
MK773587	Hennepin0273	NA	2017-12-22	Human	USA	GII.2
MK773588	Hennepin0275	NA	2018-01-12	Human	USA	GII.3
MK762558	CS0031	NA	2014-01-28	Human	USA	GII.4
MK762559	Bayamon0177	NA	2014-03-24	Human	Puerto_Rico	GII.13
MK762560	Bayamon0178	NA	2014-03-24	Human	Puerto_Rico	GII.13
MK762561	CS0014	NA	2018-01-14	Human	USA	GII.4
MK762562	CS0193	NA	2016-03-03	Human	USA	GII.4
MK762563	CS0194	NA	2016-03-03	Human	USA	GII.4
MK762564	CS0195	NA	2016-03-03	Human	USA	GII.4
MK483908	Hu/GII.P16_GII.1/RUS/Novosibirsk/NS18__A1400/2018	NA	2018-01-11	Human	Russia	GII.1
MK483909	Hu/GII.P16_GII.4/RUS/Novosibirsk/NS18__A1494/2018	NA	2018-03-03	Human	Russia	GII.4
KF920739	Hu/GII.P16_GII.16/RUS/Novosibirsk/Nsk_N4740/2012	NA	2012-08-22	Human	Russia	GII.16
HM596590	Hu/GII.P16_GII.5/RUS/Novosibirsk/Nsk_N490/2010	NA	2010-05-31	Human	Russia	GII.5
GU292831	Hu/GII.P16_GII.16/RUS/Novosibirsk/Nsk_410/2005	NA	2005-08-02	Human	Russia	GII.16
MG892974	Hu/GII.P16_GII.2/RUS/Novosibirsk/NS17_A991/2017	NA	2017-04-01	Human	Russia	GII.2
MG892908	Hu/GII.P16_GII.13/RUS/Novosibirsk/NS17__A1008/2017	NA	2017-04-07	Human	Russia	GII.13
MK789430	3453	NA	2016-06-XX	Human	Spain	GII.2
MK789431	3351	NA	2015-11-XX	Human	Spain	GII.17
MK789432	3587	NA	2017-02-XX	Human	Spain	GII.17
MK789433	3618	NA	2017-09-XX	Human	Spain	GII.17
MK789434	3546	NA	2016-09-XX	Human	Spain	GII.4
MK789435	3549	NA	2016-10-XX	Human	Spain	GII.4
MK789436	3552	NA	2016-10-XX	Human	Spain	GII.4
MG892929	Hu/GII.P16_GII.4/RUS/Novosibirsk/NS17_A869/2017	NA	2017-01-28	Human	Russia	GII.4
MK614124	SZ2017184	NA	2017-03-XX	Human	China	GII.2
MK614125	SZ2017203	NA	2017-03-XX	Human	China	GII.2
MK614126	SZ2017211	NA	2017-03-XX	Human	China	GII.2
MK614127	SZ2017223	NA	2017-04-XX	Human	China	GII.2
MK614128	SZ2017252	NA	2017-09-XX	Human	China	GII.2
MK614129	SZ2017278	NA	2017-11-XX	Human	China	GII.2
MK614130	SZ2018028	NA	2018-02-XX	Human	China	GII.2
MK614131	SZ2018039	NA	2018-03-XX	Human	China	GII.2
MK614132	SZ2018046	NA	2018-03-XX	Human	China	GII.2
MK614133	SZ2018068	NA	2018-03-XX	Human	China	GII.2
MK614134	SZ2018069	NA	2018-03-XX	Human	China	GII.2
MK614135	SZ2018097	NA	2018-03-XX	Human	China	GII.2
MK614136	SZ2018122	NA	2018-04-XX	Human	China	GII.2
MK614137	SZ2018139	NA	2018-05-XX	Human	China	GII.2
MG892953	Hu/GII.P16_GII.3/RUS/Novosibirsk/NS17_A1029/2017	NA	2017-04-11	Human	Russia	GII.3
MG674720	Hu/4/Fengtai/2017	NA	2017-09-17	Human	China	GII.6
MK934772	2015HN08	NA	2015-08-XX	Human	China	GII.4
MG892946	Hu/GII.P16_GII.3/RUS/Novosibirsk/NS17_A843/2017	NA	2017-01-13	Human	Russia	GII.3
MN038126	Hu/US/2017/GII.P7_GII.7/CA_RGDS_1042	NA	2017-04-13	Human	USA	GII.7
MH638228	ESP20695	NA	2017-11-07	Human	USA	GI.1
MH638229	BA81265	NA	2017-11-10	Human	USA	GI.1
KF944110	Hu/GII.P16_GII.3/Novosibirsk/Nsk_N1659/2011/RUS	NA	2011-02-06	Human	Russia	GII.3
KF944111	Hu/GII.P16_GII.3/Novosibirsk/Nsk_N1648/2011/RUS	NA	2011-02-07	Human	Russia	GII.3
MK396771	Hu/KH/2015/GII.P21_GII.21/ETR_NV_050	NA	2015-11-15	Human	Cambodia	GII.21
MK396772	Hu/NP/2013/GII.P16_GII.3/ETR_NV_097	NA	2013-12-09	Human	Nepal	GII.3
MK396773	Hu/NP/2014/GII.P21_GII.21/ETR_NV_104	NA	2014-02-18	Human	Nepal	GII.21
MK396775	Hu/NP/2014/GII.P17_GII.17/ETR_NV_122	NA	2014-09-09	Human	Nepal	GII.17
MK396777	Hu/BT/2013/GII.P16_GII.3/ETR_NV_203	NA	2013-12-04	Human	Bhutan	GII.3
MK396778	Hu/KH/2016/GII.P16_GII.13/ETR_NV_372	NA	2016-07-06	Human	Cambodia	GII.13
MN199033	CAU140599	NA	2014-05-01	Human	South_Korea	GII.3
MN226991	Hu/US/2018/GI.Pb_GI.6/CA_RGDS_1059	NA	2018-08-31	Human	USA	GI.6
MK355712	HU/GII.P16_GII.12/AlbertaEI464/CA/2018	NA	2018-10-XX	Human	Canada	GII.12
MK355713	HU/GII.P16_GII.12/AlbertaEI482/CA/2018	NA	2018-11-XX	Human	Canada	GII.12
MN248513	1	NA	2016-05-XX	Human	South_Korea	GII.4
MN248514	2	NA	2015-11-XX	Human	South_Korea	GII.6
MN248515	3	NA	2015-11-XX	Human	Tunisia	GII.6
MN248516	4	NA	2015-11-XX	Human	China	GII.6
MN248517	5	NA	2015-11-XX	Human	China	GII.6
MN248518	6	NA	2016-05-XX	Human	China	GII.4
MN227777	Shenandoah0111	NA	2018-05-09	Human	USA	GIX.1 (GII.15)
MN227770	Pulaski0185	NA	2017-12-14	Human	USA	GIX.1 (GII.15)
MN227771	Bradford0309	NA	2017-12-27	Human	USA	GIX.1 (GII.15)
MN227772	Barry0457	NA	2017-12-14	Human	USA	GIX.1 (GII.15)
MN227773	Barry0458	NA	2017-12-15	Human	USA	GIX.1 (GII.15)
MN227774	Sevier0098	NA	2018-07-07	Human	USA	GIX.1 (GII.15)
MN227775	Nassau0108	NA	2018-05-18	Human	USA	GIX.1 (GII.15)
MN227776	Providence0110	NA	2018-01-19	Human	USA	GIX.1 (GII.15)
MH671553	BJFTJYX	NA	2016-12-XX	Human	China	GII.2
MN394542	34	NA	2019-04-01	Human	USA	GII.2
MN394543	35	NA	2019-04-01	Human	China	GII.13
MN394544	36	NA	2019-04-01	Human	China	GII.2
MN394545	37	NA	2019-04-01	Human	China	GII.13
MN394546	38	NA	2019-04-01	Human	USA	GII.17
MN447470	US0366	NA	2008-10-20	Human	USA	GII.16
MN447471	US0367	NA	2008-10-20	Human	USA	GII.16
MN448477	Westport0085	NA	2013-08-13	Human	USA	GI.3
MN453358	Loreto5841	NA	2011-06-25	Human	Peru	GII.23
MN453359	Loreto7940	NA	2013-04-29	Human	Peru	GII.24
MN493873	Hu/US/2017/GII.P16_GII.2/CA_RGDS_1075	NA	2017-02-XX	Human	USA	GII.2
MN473468	xinghuang/GII.P15/China/2018	NA	2018-05-14	Human	China	GIX.1 (GII.15)
MN462922	YIYANG/HUNAN/CHINA/GII.P15_GIX.1/2018	NA	2018-03-13	Human	China	GIX.1 (GII.15)
MN525275	JH28	NA	2016-09-29	Human	Brazil	GII.4
MN525276	JH29	NA	2016-09-14	Human	Brazil	GII.4
MK907797	G19_033	NA	2014-05-13	Human	France	GII.4
MK907798	G19_034	NA	2008-01-10	Human	France	GII.3
MK907799	G19_035	NA	2008-10-01	Human	France	GII.4
MK907796	G19_032	NA	2014-05-12	Human	France	GII.4
MK762573	Hu/NP/2014/GI.P8_GI.8/ETR_NV_125	NA	2014-11-03	Human	Nepal	GI.8
MK762719	Hu/NP/2013/GII.Pe_GII.4_Sydney2012/ETR_NV_093	NA	2013-10-22	Human	Nepal	GII.4
MK762720	Hu/NP/2013/GII.P21_GII.21/ETR_NV_099	NA	2013-12-31	Human	Nepal	GII.21
MK762722	Hu/BT/2015/GII.P7_GII.7/ETR_NV_127	NA	2015-02-26	Human	Bhutan	GII.7
MK762723	Hu/BT/2013/GII.P15_GII.15/ETR_NV_199	NA	2013-08-19	Human	Bhutan	GIX.1 (GII.15)
MK762724	Hu/BT/2013/GII.P16_GII.4_Sydney2012/ETR_NV_268	NA	2013-03-01	Human	Bhutan	GII.4
MN853414	NS15217	NA	2015-10-XX	Human	China	GII.17
MH608288	25747_LVCA	NA	2016-XX-XX	Human	Brazil	GII.17
MH638230	Hu/GII.P17_GII.17/25744_LVCA/2016/BRA	NA	2016-07-XX	Human	Brazil	GII.17
MN938460	33	NA	2019-04-01	Human	China	GI.4
MN938461	34	NA	2019-04-01	Human	USA	GI.4
MN400355	Hu/HK/2019/GII.4_Hong_Kong[P31]/CUHK_NS_2200	NA	2019-08-19	Human	Hong_Kong	GII.4
MN703761	GII.4_MI_2016_feces	NA	2016-XX-XX	Human	USA	GII.4
MK928496	CU_21953	NA	2018-07-XX	Human	Thailand	GII.4
MK928497	CU_21954	NA	2018-07-XX	Human	Thailand	GII.4
MT026582	Aiken0160	NA	2019-04-09	Human	USA	GII.4
MT028542	Allegany0230	NA	2018-10-31	Human	USA	GII.4
MT029316	Helena0207	NA	2018-10-29	Human	USA	GII.4
MT031761	Brevard0199	NA	2017-05-16	Human	USA	GII.4
MT031821	Davidson0138	NA	2019-01-30	Human	USA	GII.4
MT031988	CS0048	NA	2019-01-23	Human	USA	GI.3
MT032004	Buchanan0126	NA	2018-06-18	Human	USA	GII.4
MN960578	SCD1042	NA	2018-02-18	Human	China	GII.17
MK648240	0029	NA	2017-01-XX	Human	Canada	GII.2
MK648241	0037	NA	2017-01-XX	Human	Canada	GII.17
MK648242	0038	NA	2017-01-XX	Human	Canada	GII.17
MK648237	0013	NA	2017-01-XX	Human	Canada	GII.2
MK648238	0015	NA	2017-01-XX	Human	Canada	GII.2
MK648239	0027	NA	2017-01-XX	Human	Canada	GII.2
MN782359	011617	NA	2017-11-06	Human	USA	GII.4
KY210920	Hu/GII.P16_GII.13/RUS/Novosibirsk/NS16__A397/2016	NA	2016-06-24	Human	Russia	GII.13
MK907800	G19_036	NA	2016-10-20	Human	France	GII.17
MK907801	G19_037	NA	2016-10-20	Human	France	GII.17
KY210980	Hu/GII.P16_GII.4/RUS/Novosibirsk/NS16_C38/2016	NA	2016-05-XX	Human	Russia	GII.4
MT474044	Hu/GII.Pe_GII.4/JH2/2012/AM/BRA	NA	2012-10-05	Human	Brazil	GII.4
